datetime_to_utc,location_id,station_name,latitude,longitude,pm25,pm25_next_hour,predicted_pm25_xgboost,predicted_pm25_persistence,predicted_pm25_hybrid,xgboost_absolute_error,persistence_absolute_error,hybrid_absolute_error,forecast_change_pm25,forecast_change_percent,predicted_pm25_subindex,aqi_category,risk_level,forecast_direction,recommendation,alert_message
2026-01-02 03:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,247.0,31.6,43.94,247.0,247.0,12.341600799560544,215.4,215.4,-203.06,-82.21,73,Satisfactory,Low,Improving sharply,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 43.9 µg/m³. Conditions are improving sharply."
2026-01-02 03:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,7.73,7.73,25.56,7.73,7.73,17.82729103088379,0.0,0.0,17.83,230.62,43,Good,Low,Rising sharply,Air quality is suitable for normal outdoor activity.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the good category at 25.6 µg/m³. Conditions are rising sharply."
2026-01-02 03:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,41.5,41.6,39.43,41.5,41.5,2.1696220397949237,0.1000000000000014,0.1000000000000014,-2.07,-4.99,65,Satisfactory,Low,Stable,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 39.4 µg/m³. Conditions are stable."
2026-01-02 03:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,20.9,19.2,19.76,20.9,20.9,0.559233474731446,1.6999999999999993,1.6999999999999993,-1.14,-5.46,33,Good,Low,Stable,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 19.8 µg/m³. Conditions are stable."
2026-01-02 03:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,78.4,86.6,69.61,78.4,78.4,16.986650085449213,8.199999999999989,8.199999999999989,-8.79,-11.21,130,Moderately Polluted,Moderate,Improving,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Arumbakkam, Chennai - TNPCB: next-hour PM2.5 is forecast at 69.6 µg/m³. Conditions are improving."
2026-01-02 03:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,79.7,80.0,64.2,79.7,79.7,15.798080444335938,0.2999999999999971,0.2999999999999971,-15.5,-19.45,112,Moderately Polluted,Moderate,Improving sharply,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Perungudi, Chennai - TNPCB: next-hour PM2.5 is forecast at 64.2 µg/m³. Conditions are improving sharply."
2026-01-02 04:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,31.6,8.26,26.84,31.6,31.6,18.5826685333252,23.340000000000003,23.340000000000003,-4.76,-15.05,45,Good,Low,Improving,Air quality is suitable for normal outdoor activity.,"Manali, Chennai - CPCB is forecast to remain within the good category at 26.8 µg/m³. Conditions are improving."
2026-01-02 04:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,7.73,7.73,26.83,7.73,7.73,19.10042907714844,0.0,0.0,19.1,247.09,45,Good,Low,Rising sharply,Air quality is suitable for normal outdoor activity.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the good category at 26.8 µg/m³. Conditions are rising sharply."
2026-01-02 04:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,41.6,42.6,38.94,41.6,41.6,3.661038970947267,1.0,1.0,-2.66,-6.4,64,Satisfactory,Low,Stable,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 38.9 µg/m³. Conditions are stable."
2026-01-02 04:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,19.2,17.1,19.16,19.2,19.2,2.0645393371582017,2.099999999999998,2.099999999999998,-0.04,-0.18,32,Good,Low,Stable,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 19.2 µg/m³. Conditions are stable."
2026-01-02 04:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,86.6,71.8,80.41,86.6,86.6,8.611437988281253,14.799999999999995,14.799999999999995,-6.19,-7.15,167,Moderately Polluted,Moderate,Improving,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Arumbakkam, Chennai - TNPCB: next-hour PM2.5 is forecast at 80.4 µg/m³. Conditions are improving."
2026-01-02 04:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,80.0,73.4,68.58,80.0,80.0,4.822317504882818,6.599999999999994,6.599999999999994,-11.42,-14.28,127,Moderately Polluted,Moderate,Improving sharply,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Perungudi, Chennai - TNPCB: next-hour PM2.5 is forecast at 68.6 µg/m³. Conditions are improving sharply."
2026-01-02 05:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,8.26,2.83,12.12,8.26,8.26,9.290437622070312,5.43,5.43,3.86,46.74,20,Good,Low,Rising,Air quality is suitable for normal outdoor activity.,"Manali, Chennai - CPCB is forecast to remain within the good category at 12.1 µg/m³. Conditions are rising."
2026-01-02 05:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,7.73,7.73,18.0,7.73,7.73,10.265317459106445,0.0,0.0,10.27,132.8,30,Good,Low,Rising sharply,Air quality is suitable for normal outdoor activity.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the good category at 18.0 µg/m³. Conditions are rising sharply."
2026-01-02 05:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,42.6,47.9,40.94,42.6,42.6,6.961210632324217,5.299999999999997,5.299999999999997,-1.66,-3.9,68,Satisfactory,Low,Stable,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 40.9 µg/m³. Conditions are stable."
2026-01-02 05:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,17.1,11.1,15.93,17.1,17.1,4.829471015930176,6.000000000000002,6.000000000000002,-1.17,-6.85,27,Good,Low,Stable,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 15.9 µg/m³. Conditions are stable."
2026-01-02 05:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,71.8,56.3,59.16,71.8,71.8,2.863398742675784,15.5,15.5,-12.64,-17.6,99,Satisfactory,Low,Improving sharply,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the satisfactory category at 59.2 µg/m³. Conditions are improving sharply."
2026-01-02 05:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,73.4,52.1,61.14,73.4,73.4,9.038294219970702,21.300000000000004,21.300000000000004,-12.26,-16.71,101,Moderately Polluted,Moderate,Improving sharply,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Perungudi, Chennai - TNPCB: next-hour PM2.5 is forecast at 61.1 µg/m³. Conditions are improving sharply."
2026-01-02 06:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,2.83,1.37,19.54,2.83,2.83,18.174755935668944,1.46,1.46,16.71,590.63,33,Good,Low,Rising sharply,Air quality is suitable for normal outdoor activity.,"Manali, Chennai - CPCB is forecast to remain within the good category at 19.5 µg/m³. Conditions are rising sharply."
2026-01-02 06:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,7.73,7.73,30.04,7.73,7.73,22.30905487060547,0.0,0.0,22.31,288.6,49,Good,Low,Rising sharply,Air quality is suitable for normal outdoor activity.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the good category at 30.0 µg/m³. Conditions are rising sharply."
2026-01-02 06:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,47.9,50.1,47.3,47.9,47.9,2.804055786132814,2.200000000000003,2.200000000000003,-0.6,-1.26,79,Satisfactory,Low,Stable,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 47.3 µg/m³. Conditions are stable."
2026-01-02 06:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,11.1,12.4,10.79,11.1,11.1,1.6080097198486332,1.3000000000000007,1.3000000000000007,-0.31,-2.77,18,Good,Low,Stable,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 10.8 µg/m³. Conditions are stable."
2026-01-02 06:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,56.3,50.1,50.19,56.3,56.3,0.0904602050781235,6.199999999999996,6.199999999999996,-6.11,-10.85,83,Satisfactory,Low,Improving,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the satisfactory category at 50.2 µg/m³. Conditions are improving."
2026-01-02 06:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,52.1,45.0,45.14,52.1,52.1,0.1365814208984375,7.100000000000001,7.100000000000001,-6.96,-13.37,75,Satisfactory,Low,Improving,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Perungudi, Chennai - TNPCB is forecast to remain within the satisfactory category at 45.1 µg/m³. Conditions are improving."
2026-01-02 07:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,1.37,0.83,9.75,1.37,1.37,8.918174667358398,0.5400000000000001,0.5400000000000001,8.38,611.55,16,Good,Low,Rising,Air quality is suitable for normal outdoor activity.,"Manali, Chennai - CPCB is forecast to remain within the good category at 9.7 µg/m³. Conditions are rising."
2026-01-02 07:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,7.73,8.78,25.11,7.73,7.73,16.328747482299804,1.049999999999999,1.049999999999999,17.38,224.82,42,Good,Low,Rising sharply,Air quality is suitable for normal outdoor activity.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the good category at 25.1 µg/m³. Conditions are rising sharply."
2026-01-02 07:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,50.1,51.1,44.99,50.1,50.1,6.110330200195314,1.0,1.0,-5.11,-10.2,75,Satisfactory,Low,Improving,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 45.0 µg/m³. Conditions are improving."
2026-01-02 07:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,12.4,15.7,13.27,12.4,12.4,2.4313823699951165,3.299999999999999,3.299999999999999,0.87,7.0,22,Good,Low,Stable,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 13.3 µg/m³. Conditions are stable."
2026-01-02 07:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,50.1,62.0,42.96,50.1,50.1,19.04038619995117,11.9,11.9,-7.14,-14.25,71,Satisfactory,Low,Improving,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the satisfactory category at 43.0 µg/m³. Conditions are improving."
2026-01-02 07:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,45.0,50.3,39.47,45.0,45.0,10.833920288085936,5.299999999999997,5.299999999999997,-5.53,-12.3,65,Satisfactory,Low,Improving,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Perungudi, Chennai - TNPCB is forecast to remain within the satisfactory category at 39.5 µg/m³. Conditions are improving."
2026-01-02 09:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,,30.4,37.99,,,7.589692687988283,,,,,63,Satisfactory,Low,Unavailable,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 38.0 µg/m³. Conditions are unavailable."
2026-01-02 09:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,,17.1,9.89,,,7.212298011779787,,,,,16,Good,Low,Unavailable,Air quality is suitable for normal outdoor activity.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the good category at 9.9 µg/m³. Conditions are unavailable."
2026-01-02 10:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,30.4,30.6,38.03,30.4,30.4,7.432592773437499,0.2000000000000028,0.2000000000000028,7.63,25.11,63,Satisfactory,Low,Rising,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 38.0 µg/m³. Conditions are rising."
2026-01-02 10:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,17.1,17.1,24.78,17.1,17.1,7.682344818115233,0.0,0.0,7.68,44.93,41,Good,Low,Rising,Air quality is suitable for normal outdoor activity.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the good category at 24.8 µg/m³. Conditions are rising."
2026-01-02 10:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,,58.4,46.55,,,11.84877243041992,,,,,77,Satisfactory,Low,Unavailable,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 46.6 µg/m³. Conditions are unavailable."
2026-01-02 10:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,,45.6,28.4,,,17.198758697509767,,,,,47,Good,Low,Unavailable,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 28.4 µg/m³. Conditions are unavailable."
2026-01-02 10:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,,59.9,73.29,,,13.389863586425784,,,,,143,Moderately Polluted,Moderate,Unavailable,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Arumbakkam, Chennai - TNPCB: next-hour PM2.5 is forecast at 73.3 µg/m³. Conditions are unavailable."
2026-01-02 10:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,,56.0,58.78,,,2.775493621826172,,,,,98,Satisfactory,Low,Unavailable,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Perungudi, Chennai - TNPCB is forecast to remain within the satisfactory category at 58.8 µg/m³. Conditions are unavailable."
2026-01-02 11:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,30.6,19.2,25.55,30.6,30.6,6.348267364501954,11.400000000000002,11.400000000000002,-5.05,-16.51,43,Good,Low,Improving,Air quality is suitable for normal outdoor activity.,"Manali, Chennai - CPCB is forecast to remain within the good category at 25.5 µg/m³. Conditions are improving."
2026-01-02 11:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,17.1,17.1,20.53,17.1,17.1,3.428467178344725,0.0,0.0,3.43,20.05,34,Good,Low,Rising,Air quality is suitable for normal outdoor activity.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the good category at 20.5 µg/m³. Conditions are rising."
2026-01-02 11:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,58.4,53.1,67.26,58.4,58.4,14.1578125,5.299999999999997,5.299999999999997,8.86,15.17,122,Moderately Polluted,Moderate,Rising,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Manali Village, Chennai - TNPCB: next-hour PM2.5 is forecast at 67.3 µg/m³. Conditions are rising."
2026-01-02 11:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,45.6,16.7,38.72,45.6,45.6,22.02057342529297,28.9,28.9,-6.88,-15.09,64,Satisfactory,Low,Improving,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 38.7 µg/m³. Conditions are improving."
2026-01-02 11:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,59.9,51.2,63.15,59.9,59.9,11.952839660644528,8.699999999999996,8.699999999999996,3.25,5.43,108,Moderately Polluted,Moderate,Rising,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Arumbakkam, Chennai - TNPCB: next-hour PM2.5 is forecast at 63.2 µg/m³. Conditions are rising."
2026-01-02 11:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,56.0,54.9,58.05,56.0,56.0,3.152616119384767,1.1000000000000014,1.1000000000000014,2.05,3.67,97,Satisfactory,Low,Stable,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Perungudi, Chennai - TNPCB is forecast to remain within the satisfactory category at 58.1 µg/m³. Conditions are stable."
2026-01-02 12:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,19.2,17.4,42.84,19.2,19.2,25.437810516357423,1.8000000000000007,1.8000000000000007,23.64,123.11,71,Satisfactory,Low,Rising sharply,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 42.8 µg/m³. Conditions are rising sharply."
2026-01-02 12:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,17.1,17.1,19.0,17.1,17.1,1.8951972961425767,0.0,0.0,1.9,11.08,32,Good,Low,Stable,Air quality is suitable for normal outdoor activity.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the good category at 19.0 µg/m³. Conditions are stable."
2026-01-02 12:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,53.1,49.4,56.21,53.1,53.1,6.812303161621095,3.700000000000003,3.700000000000003,3.11,5.86,94,Satisfactory,Low,Rising,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 56.2 µg/m³. Conditions are rising."
2026-01-02 12:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,16.7,14.9,11.99,16.7,16.7,2.911774063110352,1.799999999999999,1.799999999999999,-4.71,-28.21,20,Good,Low,Improving,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 12.0 µg/m³. Conditions are improving."
2026-01-02 12:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,51.2,49.9,48.04,51.2,51.2,1.8586982727050767,1.3000000000000045,1.3000000000000045,-3.16,-6.17,80,Satisfactory,Low,Improving,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the satisfactory category at 48.0 µg/m³. Conditions are improving."
2026-01-02 12:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,54.9,63.4,48.21,54.9,54.9,15.186876678466795,8.5,8.5,-6.69,-12.18,80,Satisfactory,Low,Improving,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Perungudi, Chennai - TNPCB is forecast to remain within the satisfactory category at 48.2 µg/m³. Conditions are improving."
2026-01-02 13:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,17.4,19.3,31.69,17.4,17.4,12.390383911132812,1.900000000000002,1.900000000000002,14.29,82.13,52,Satisfactory,Low,Rising sharply,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 31.7 µg/m³. Conditions are rising sharply."
2026-01-02 13:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,17.1,17.1,18.7,17.1,17.1,1.5977939605712876,0.0,0.0,1.6,9.34,31,Good,Low,Stable,Air quality is suitable for normal outdoor activity.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the good category at 18.7 µg/m³. Conditions are stable."
2026-01-02 13:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,49.4,51.6,55.22,49.4,49.4,3.619039916992186,2.200000000000003,2.200000000000003,5.82,11.78,92,Satisfactory,Low,Rising,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 55.2 µg/m³. Conditions are rising."
2026-01-02 13:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,14.9,13.6,22.61,14.9,14.9,9.0075496673584,1.3000000000000007,1.3000000000000007,7.71,51.73,38,Good,Low,Rising,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 22.6 µg/m³. Conditions are rising."
2026-01-02 13:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,49.9,53.9,51.98,49.9,49.9,1.9211524963378888,4.0,4.0,2.08,4.17,86,Satisfactory,Low,Stable,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the satisfactory category at 52.0 µg/m³. Conditions are stable."
2026-01-02 13:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,63.4,62.0,59.22,63.4,63.4,2.781723022460937,1.3999999999999986,1.3999999999999986,-4.18,-6.6,99,Satisfactory,Low,Improving,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Perungudi, Chennai - TNPCB is forecast to remain within the satisfactory category at 59.2 µg/m³. Conditions are improving."
2026-01-02 14:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,19.3,22.5,36.76,19.3,19.3,14.257427215576172,3.1999999999999997,3.1999999999999997,17.46,90.45,61,Satisfactory,Low,Rising sharply,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 36.8 µg/m³. Conditions are rising sharply."
2026-01-02 14:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,17.1,17.1,17.47,17.1,17.1,0.3709701538085923,0.0,0.0,0.37,2.17,29,Good,Low,Stable,Air quality is suitable for normal outdoor activity.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the good category at 17.5 µg/m³. Conditions are stable."
2026-01-02 14:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,51.6,57.8,56.36,51.6,51.6,1.4432762145996063,6.199999999999996,6.199999999999996,4.76,9.22,94,Satisfactory,Low,Rising,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 56.4 µg/m³. Conditions are rising."
2026-01-02 14:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,13.6,16.3,15.46,13.6,13.6,0.8382194519042976,2.700000000000001,2.700000000000001,1.86,13.69,26,Good,Low,Stable,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 15.5 µg/m³. Conditions are stable."
2026-01-02 14:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,53.9,66.1,59.2,53.9,53.9,6.900971984863276,12.199999999999996,12.199999999999996,5.3,9.83,99,Satisfactory,Low,Rising,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the satisfactory category at 59.2 µg/m³. Conditions are rising."
2026-01-02 14:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,62.0,58.6,55.52,62.0,62.0,3.082875823974611,3.3999999999999986,3.3999999999999986,-6.48,-10.46,92,Satisfactory,Low,Improving,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Perungudi, Chennai - TNPCB is forecast to remain within the satisfactory category at 55.5 µg/m³. Conditions are improving."
2026-01-02 15:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,22.5,27.8,26.32,22.5,22.5,1.475453186035157,5.300000000000001,5.300000000000001,3.82,17.0,44,Good,Low,Rising,Air quality is suitable for normal outdoor activity.,"Manali, Chennai - CPCB is forecast to remain within the good category at 26.3 µg/m³. Conditions are rising."
2026-01-02 15:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,17.1,17.1,17.06,17.1,17.1,0.0438247680664076,0.0,0.0,-0.04,-0.26,28,Good,Low,Stable,Air quality is suitable for normal outdoor activity.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the good category at 17.1 µg/m³. Conditions are stable."
2026-01-02 15:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,57.8,65.3,58.33,57.8,57.8,6.971020507812497,7.5,7.5,0.53,0.92,97,Satisfactory,Low,Stable,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 58.3 µg/m³. Conditions are stable."
2026-01-02 15:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,16.3,21.5,17.07,16.3,16.3,4.427639007568359,5.199999999999999,5.199999999999999,0.77,4.74,28,Good,Low,Stable,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 17.1 µg/m³. Conditions are stable."
2026-01-02 15:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,66.1,76.8,72.46,66.1,66.1,4.338963317871091,10.700000000000005,10.700000000000005,6.36,9.62,140,Moderately Polluted,Moderate,Rising,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Arumbakkam, Chennai - TNPCB: next-hour PM2.5 is forecast at 72.5 µg/m³. Conditions are rising."
2026-01-02 15:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,58.6,59.0,55.86,58.6,58.6,3.138957977294922,0.3999999999999986,0.3999999999999986,-2.74,-4.67,93,Satisfactory,Low,Stable,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Perungudi, Chennai - TNPCB is forecast to remain within the satisfactory category at 55.9 µg/m³. Conditions are stable."
2026-01-02 16:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,27.8,32.4,24.11,27.8,27.8,8.29212417602539,4.599999999999998,4.599999999999998,-3.69,-13.28,40,Good,Low,Improving,Air quality is suitable for normal outdoor activity.,"Manali, Chennai - CPCB is forecast to remain within the good category at 24.1 µg/m³. Conditions are improving."
2026-01-02 16:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,17.1,17.1,20.37,17.1,17.1,3.2749294281005845,0.0,0.0,3.27,19.15,34,Good,Low,Rising,Air quality is suitable for normal outdoor activity.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the good category at 20.4 µg/m³. Conditions are rising."
2026-01-02 16:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,65.3,67.5,68.03,65.3,65.3,0.5341110229492188,2.200000000000003,2.200000000000003,2.73,4.19,125,Moderately Polluted,Moderate,Stable,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Manali Village, Chennai - TNPCB: next-hour PM2.5 is forecast at 68.0 µg/m³. Conditions are stable."
